date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,trend
289,119.1257,119.8841,118.4984,118.6201,32842304,32842304,-0.486873,-0.409,119.1387,0.810258735,DOWN
290,118.4796,118.7418,115.5209,115.5209,51655177,51655177,-3.0992,-2.613,116.8958,0.762961912,DOWN
291,114.9404,116.9254,114.7906,116.3261,47572869,47572869,0.805223,0.697,116.1698,0.775250051,UP
292,116.6351,116.7568,115.0809,115.3992,39546151,39546151,-0.926941,-0.797,115.7418,0.761104651,DOWN
293,116.1482,118.3486,116.1014,118.3205,47099670,47099670,2.9213,2.531,117.5248,0.805686546,UP
294,118.0583,118.4328,116.4338,116.504,42090553,42090553,-1.8164,-1.535,117.2057,0.777964979,DOWN
295,116.8692,117.1501,115.2588,116.3355,40621437,40621437,-0.168532,-0.145,116.1162,0.775393504,DOWN
296,117.0658,117.5621,116.2793,117.3373,32220131,32220131,1.0018,0.861,116.9157,0.790681952,UP
297,116.5415,119.3878,116.4104,119.238,37193975,37193975,1.9007,1.62,118.6866,0.819688493,UP
298,119.5096,119.9607,117.9553,117.9834,35012268,35012268,-1.2546,-1.052,118.9037,0.80054207,DOWN
299,117.8336,118.3486,117.0096,117.5995,37329243,37329243,-0.383882,-0.325,117.6099,0.79468338,DOWN
300,117.8336,118.5171,116.7194,118.4984,32483974,32483974,0.89885,0.764,117.659,0.808401474,UP
301,117.9272,119.107,117.2812,119.004,40187953,40187953,0.505601,0.427,118.4751,0.816117424,UP
302,120.1931,120.3803,118.5452,118.7699,36365123,36365123,-0.234076,-0.197,119.3936,0.812544829,DOWN
303,118.9103,119.1819,117.8898,118.2549,25524593,25524593,-0.514964,-0.434,118.3667,0.804685425,DOWN
304,118.3579,119.032,117.9834,118.7043,28970419,28970419,0.449425,0.38,118.4648,0.811543709,UP
305,118.2362,119.004,118.077,118.1332,28368987,28368987,-0.571144,-0.481,118.4368,0.802828164,DOWN
306,117.5527,118.1051,116.5321,116.8037,51957046,51957046,-1.3295,-1.125,117.1588,0.782538694,DOWN
307,117.5714,119.959,117.1969,119.4721,47054310,47054310,2.6685,2.285,119.0591,0.823261088,UP
308,119.9403,120.0339,118.6014,118.8261,32435057,32435057,-0.646048,-0.541,119.0537,0.813402496,DOWN
309,118.901,120.6612,118.2736,120.4271,37654505,37654505,1.6011,1.347,119.542,0.837835322,UP
310,120.1275,122.1125,119.9777,121.4103,45770902,45770902,0.983117,0.816,121.2892,0.852839915,UP
311,122.178,122.3091,120.9983,121.9814,44525905,44525905,0.571143,0.47,121.6936,0.86155546,UP
312,123.8821,124.6499,122.796,124.2004,96954207,96954207,2.219,1.819,123.9259,0.89541957,UP
313,125.8905,125.97,121.3166,122.2436,118923970,118923970,-1.9569,-1.576,123.2333,0.865556888,DOWN
314,121.869,123.208,120.1275,120.4459,63386083,63386083,-1.7977,-1.471,121.2356,0.838122228,DOWN
315,119.3785,119.7343,116.6445,117.1782,83195423,83195423,-3.2677,-2.713,117.8788,0.78825393,DOWN
316,118.0677,121.841,117.3186,120.7361,58512638,58512638,3.5579,3.036,119.0169,0.842550964,UP
317,121.2511,122.2529,120.0901,120.502,50988278,50988278,-0.234076,-0.194,121.1431,0.838978369,DOWN
318,119.9871,120.2678,117.768,117.7868,49271416,49271416,-2.7153,-2.253,118.5218,0.797541762,DOWN
319,118.4984,118.6763,115.5022,117.0471,72141010,72141010,-0.739679,-0.628,116.6137,0.786253216,DOWN
320,117.3104,118.5421,116.6052,117.7711,43940895,43940895,0.724001,0.619,117.8061,0.797302164,UP
321,119.1062,119.99,118.5703,119.99,55550382,55550382,2.2189,1.884,119.5411,0.831164748,UP
322,119.7737,119.9336,118.1143,118.7677,42035757,42035757,-1.2223,-1.019,118.8508,0.812511255,DOWN
323,118.0908,119.2942,117.3574,118.3399,48160032,48160032,-0.427798,-0.36,118.3558,0.805982609,DOWN
324,118.6079,119.5857,118.3446,118.4763,34694235,34694235,0.13633,0.115,118.9222,0.808064206,UP
325,119.7926,121.2405,119.5575,121.2405,45203456,45203456,2.7642,2.333,120.575,0.850248601,UP
326,121.3533,121.7482,120.5447,121.0712,38208034,38208034,-0.169241,-0.14,120.9813,0.847664918,DOWN
327,120.7046,122.9047,120.6858,122.4063,50882918,50882918,1.3351,1.103,122.1508,0.868039849,UP
328,122.8765,123.0551,121.8892,122.2935,44633240,44633240,-0.112822,-0.092,122.473,0.866318411,DOWN
329,122.2277,123.1491,121.6072,122.2841,36454932,36454932,-0.009404,-0.008,122.3509,0.866174958,DOWN
330,122.2935,123.7603,122.0679,123.5346,39730364,39730364,1.2505,1.023,123.2273,0.885258811,UP
331,123.732,125.0201,123.544,124.6158,45595972,45595972,1.0812,0.875,124.586,0.90175898,UP
332,124.6723,124.9637,121.4003,121.8704,70697560,70697560,-2.7454,-2.203,122.609,0.859861491,DOWN
333,122.5474,124.3526,122.2747,124.1504,45833246,45833246,2.28,1.871,123.6894,0.894656521,UP
334,123.9765,124.0611,123.2619,123.9013,30733309,30733309,-0.249156,-0.201,123.7008,0.890855012,DOWN
335,123.3842,123.591,122.1337,122.491,50884452,50884452,-1.4103,-1.138,122.8396,0.869332454,DOWN
336,123.356,123.5346,122.2747,122.7307,32112797,32112797,0.239753,0.196,122.819,0.872990511,UP
337,122.0961,122.8435,121.5884,122.1901,33667627,33667627,-0.540623,-0.44,122.2534,0.864740426,DOWN
338,122.8482,123.1115,122.1337,122.3405,30983542,30983542,0.150434,0.123,122.5757,0.867035677,UP
339,121.8328,122.773,121.2029,121.626,38450118,38450118,-0.714562,-0.584,121.8547,0.856131708,DOWN
340,121.7576,121.9362,120.6858,120.9584,35626800,35626800,-0.667553,-0.549,121.139,0.845943479,DOWN
341,121.1935,121.4849,119.2472,120.1592,52674786,52674786,-0.799179,-0.661,120.3691,0.833746906,DOWN
342,119.125,120.4225,118.1096,119.802,56075420,56075420,-0.357281,-0.297,119.2626,0.828295685,DOWN
343,120.2721,121.6072,120.2062,121.1747,39087250,39087250,1.3727,1.146,121.1219,0.849244429,UP
344,121.4567,122.3969,120.7939,120.902,35390887,35390887,-0.272662,-0.225,121.4876,0.84508276,DOWN
345,120.5212,120.6575,119.5105,119.5669,36886246,36886246,-1.3351,-1.104,119.9815,0.824707829,DOWN
346,118.5609,119.6327,118.1942,119.3318,43988946,43988946,-0.235056,-0.197,119.0065,0.821119973,DOWN
347,119.4353,120.2062,118.8147,119.9712,31494131,31494131,0.639345,0.536,119.5864,0.830877842,UP
348,120.084,120.2345,119.1626,119.6891,32918071,32918071,-0.282063,-0.235,119.6943,0.82657272,DOWN
349,119.6233,120.6387,119.6139,120.2345,35407220,35407220,0.545324,0.456,120.3224,0.834896057,UP
350,120.0746,120.178,118.8429,119.031,54716887,54716887,-1.2035,-1.001,119.476,0.81652947,DOWN
351,119.8678,120.4037,119.4823,119.9806,34039345,34039345,0.949616,0.798,119.9288,0.831021295,UP
352,119.8584,119.9806,119.2935,119.4353,30268863,30268863,-0.545324,-0.455,119.5768,0.822699484,DOWN
353,119.6045,122.0397,119.5199,120.4507,55280855,55280855,1.0154,0.85,121.0392,0.838195481,UP
354,121.1559,121.4755,119.8772,119.8772,31938100,31938100,-0.573529,-0.476,120.5632,0.82944331,DOWN
355,120.037,120.3379,118.9464,119.172,44066841,44066841,-0.70516,-0.588,119.388,0.818681268,DOWN
356,117.9591,118.9088,117.0377,117.0847,49161427,49161427,-2.0873,-1.751,117.892,0.786827029,DOWN
357,118.0626,118.5797,117.395,117.9262,44370682,44370682,0.841491,0.719,117.9904,0.799669142,UP
358,119.313,119.3507,118.4574,119.031,30238811,30238811,1.1047,0.937,118.8897,0.81652947,UP
359,118.8711,119.1156,118.2506,118.8805,27210952,27210952,-0.150434,-0.126,118.6605,0.814232693,DOWN
360,117.4702,118.6831,117.3856,118.4669,28060431,28060431,-0.413694,-0.348,118.1375,0.807920753,DOWN
361,118.3634,118.6079,116.3702,118.1754,46946811,46946811,-0.291463,-0.246,117.5081,0.803472178,DOWN
362,117.0377,117.1882,115.2137,115.2419,60761614,60761614,-2.9335,-2.482,116.0656,0.758704099,DOWN
363,116.4454,116.6428,112.0922,112.8914,78595038,78595038,-2.3505,-2.04,114.3546,0.72283317,DOWN
364,114.6496,116.4454,113.9632,115.9095,61354474,61354474,3.0181,2.673,115.4713,0.768892328,UP
365,117.5548,118.2365,116.8873,118.1472,41440538,41440538,2.2377,1.931,117.6882,0.803041818,UP
366,118.5045,118.8147,117.5642,118.1002,31768139,31768139,-0.047011,-0.04,118.2179,0.802324552,DOWN
367,118.2036,119.5481,118.072,119.2378,33649200,33649200,1.1377,0.963,119.025,0.819685441,UP
368,120.1028,120.8832,119.7361,120.8268,36222447,36222447,1.589,1.333,120.3727,0.843935135,UP
369,121.3627,121.8704,120.6387,121.8704,46164710,46164710,1.0436,0.864,121.407,0.859861491,UP
370,123.1397,125.0201,122.8859,124.1739,58900203,58900203,2.3035,1.89,124.0862,0.895015154,UP
371,124.9073,124.9731,122.5286,122.9329,76756427,76756427,-1.2411,-0.999,123.2954,0.87607628,DOWN
372,114.6966,117.9967,114.6966,117.7335,115450607,115450607,-5.1994,-4.229,116.8308,0.796728352,DOWN
373,118.6549,119.4917,117.5831,117.6771,50999452,50999452,-0.056413,-0.048,118.522,0.795867632,DOWN
374,117.8275,118.2224,116.4924,117.0565,42162332,42162332,-0.620541,-0.527,117.3178,0.786396669,DOWN
375,115.7308,116.2197,114.8188,115.43,44455540,44455540,-1.6266,-1.39,115.5158,0.761574689,DOWN
376,116.0035,116.5018,115.2231,116.0035,33618097,33618097,0.573532,0.497,115.9386,0.77032686,UP
377,115.7872,116.1163,114.9599,115.6368,37011653,37011653,-0.366683,-0.316,115.4731,0.764730659,DOWN
378,115.0069,115.2418,114.4333,115.0539,33628268,33628268,-0.582934,-0.504,114.8661,0.755835035,DOWN
379,115.2701,115.3101,113.6812,114.0478,42884953,42884953,-1.006,-0.874,114.1544,0.740480965,DOWN
380,114.2359,115.2419,110.4938,111.3588,69975968,69975968,-2.689,-2.358,112.2913,0.699444195,DOWN
381,110.3998,110.6631,106.4791,107.786,124138623,124138623,-3.5728,-3.208,108.1696,0.644919773,DOWN
382,106.1971,110.4186,105.3979,108.5006,99312613,99312613,0.714562,0.663,108.5484,0.655825268,UP
383,109.5301,110.0306,107.7781,108.7367,52903040,52903040,0.236111,0.218,108.6136,0.659428385,UP
384,108.2172,109.7945,108.1417,109.105,38670405,38670405,0.368341,0.339,108.9323,0.665049003,UP
385,110.059,113.3268,110.059,113.0718,54951597,54951597,3.9668,3.636,112.2233,0.72558625,UP
386,111.2679,111.6173,107.0367,107.1878,97082814,97082814,-5.884,-5.204,108.6706,0.635790656,DOWN
387,106.2811,109.0106,103.5421,108.8406,101685610,101685610,1.6528,1.542,106.6564,0.661014,UP
388,109.5962,109.9362,108.1795,108.7556,48535789,48535789,-0.085001,-0.078,109.1693,0.659716817,DOWN
389,107.9717,109.8512,107.6789,109.5206,42929516,42929516,0.76502,0.703,108.8962,0.671391465,UP
390,109.5962,111.1168,109.0862,110.654,40884745,40884745,1.1334,1.035,110.4502,0.688688258,UP
391,109.9645,110.9184,109.5678,110.0306,34560708,34560708,-0.623348,-0.563,110.2475,0.679174564,DOWN
392,109.6528,110.0495,108.3117,108.6234,48286510,48286510,-1.4073,-1.279,109.0084,0.657699316,DOWN
393,107.745,108,105.4311,106.3944,68501622,68501622,-2.2289,-2.052,106.49,0.623682596,DOWN
394,104.2977,105.6861,99.7784,99.887,128275471,128275471,-6.5074,-6.116,102.2945,0.524373308,DOWN
395,89.6018,102.7582,86.8911,97.3936,162206292,162206292,-2.4934,-2.496,97.5405,0.486321585,DOWN
396,104.9399,104.9399,97.7525,97.9792,103601599,103601599,0.585573,0.601,101.9196,0.495258414,UP
397,101.1385,103.7877,99.2165,103.5988,96774611,96774611,5.6196,5.735,101.386,0.581019006,UP
398,106.0166,106.9517,103.9105,106.6494,84616056,84616056,3.0506,2.945,105.6705,0.627574145,UP
399,105.9411,107.0178,105.3461,106.9989,53164407,53164407,0.349456,0.328,106.3012,0.632907857,UP
400,105.9033,108.17,105.7805,106.4983,56229271,56229271,-0.500569,-0.468,106.8516,0.625268212,DOWN
401,104.0616,105.6672,101.3982,101.7382,76845860,76845860,-4.7601,-4.47,103.7433,0.55262443,DOWN
402,103.8916,106.1016,103.0708,106.1016,61888812,61888812,4.3634,4.289,104.3875,0.619214182,UP
403,106.2433,106.5172,103.9294,104.241,53233940,53233940,-1.8606,-1.754,105.1203,0.590819606,DOWN
404,102.9188,104.3166,102.4843,103.2021,49996311,49996311,-1.0389,-0.997,103.2196,0.574964976,DOWN
405,105.45,106.3094,104.1938,106.0733,54843626,54843626,2.8712,2.782,105.4673,0.618782296,UP
406,107.4428,107.6883,103.6743,104.0332,85010804,85010804,-2.0401,-1.923,105.8427,0.587648375,DOWN
407,104.1466,106.9918,103.7971,106.3189,62892831,62892831,2.2856,2.197,105.8433,0.622530392,UP
408,105.5822,107.8678,105.5538,107.8678,49915473,49915473,1.5489,1.457,106.7868,0.646168121,UP
409,110.1062,110.399,108.4817,108.9067,58363431,58363431,1.0389,0.963,109.3134,0.662022751,UP
410,109.4923,110.059,108.0661,109.8228,43341155,43341155,0.916137,0.841,109.4057,0.676003333,UP
411,109.7945,110.0684,109.0295,109.9456,37173489,37173489,0.122778,0.112,109.6394,0.677877381,UP
412,109.2373,110.0212,107.4003,107.5939,64112641,64112641,-2.3517,-2.139,108.8607,0.641988139,DOWN
413,105.9789,107.9528,105.6577,107.15,74285291,74285291,-0.443902,-0.413,107.0494,0.635213791,DOWN
414,107.3578,108.9634,107.3483,108.8123,50221965,50221965,1.6623,1.551,108.2102,0.660582115,UP
415,107.0839,107.8395,106.2717,107.1028,50346159,50346159,-1.7095,-1.571,106.9792,0.634493473,DOWN
416,107.32,108.3495,107.0083,107.9717,35756716,35756716,0.868912,0.811,107.7142,0.647753737,UP
417,106.9611,109.0862,106.13,108.6139,50219475,50219475,0.642238,0.595,107.5347,0.657554337,UP
418,109.974,110.2101,107.6883,108.34,56151926,56151926,-0.273893,-0.252,108.9089,0.653374355,DOWN
419,107.5278,108.2078,106.1961,106.1961,52109011,52109011,-2.1439,-1.979,106.8119,0.620656344,DOWN
420,106.5644,107.2067,101.8704,103.0038,73365384,73365384,-3.1923,-3.006,104.4696,0.571938724,DOWN
421,104.0521,105.3461,102.6921,104.1749,66473033,66473033,1.1711,1.137,103.8995,0.589810855,UP
422,103.0132,103.5327,101.351,103.4949,63929100,63929100,-0.680018,-0.653,102.3899,0.57943339,DOWN
423,102.0121,104.8489,101.5776,104.2505,58019758,58019758,0.755576,0.73,103.3287,0.590964585,UP
424,103.7782,105.1853,103.0132,104.6283,52064743,52064743,0.377786,0.362,104.0188,0.596730183,UP
425,104.4866,105.535,103.6696,105.1288,48856977,48856977,0.50057,0.478,104.6996,0.604368302,UP
426,105.535,105.5633,103.3343,104.6283,46765550,46765550,-0.50057,-0.476,104.3105,0.596730183,DOWN
427,104.071,104.071,102.201,103.4193,61979577,61979577,-1.2089,-1.155,103.0528,0.57827966,DOWN
428,103.8916,106.045,103.4099,105.8939,52766140,52766140,2.4745,2.393,105.2373,0.616044477,UP
429,106.47,106.4889,105.2516,105.4027,30467204,30467204,-0.491124,-0.464,105.7047,0.608548284,DOWN
430,104.666,106.2055,104.5338,105.5822,33049256,33049256,0.179451,0.17,105.5869,0.61128763,UP
431,105.1099,105.3272,103.476,104.0899,44462449,44462449,-1.4923,-1.413,104.1713,0.588513672,DOWN
432,104.7699,105.875,104.3544,105.6483,37673452,37673452,1.5584,1.497,105.2747,0.61229638,UP
433,105.5727,105.7805,104.3921,104.8738,39232609,39232609,-0.774465,-0.733,105.0414,0.600476753,DOWN
434,104.6472,105.5444,103.9955,105.5255,29759153,29759153,0.651686,0.621,104.9843,0.610422332,UP
435,105.1572,107.83,104.666,107.4522,48967763,48967763,1.9267,1.826,106.9545,0.639825659,UP
436,107.6695,109.1617,107.3861,107.4428,42326974,42326974,-0.009442,-0.009,108.1485,0.639682205,DOWN
437,107.9811,109.0862,107.7639,109.0862,41654089,41654089,1.6434,1.53,108.568,0.664762097,UP
438,110.2195,112.6071,109.8701,112.4674,59366914,59366914,3.3812,3.1,111.7194,0.716362515,UP
439,111.5229,111.5701,108.5384,108.8784,66333781,66333781,-3.589,-3.191,109.3982,0.661590865,DOWN
440,108.9917,110.0684,107.66,108.1889,69884400,69884400,-0.689461,-0.633,108.8407,0.651068421,DOWN
441,110.4367,112.6751,109.6151,112.6468,85551352,85551352,4.4579,4.12,111.0395,0.719100335,UP
442,112.1085,113.9879,111.7023,113.8368,51227334,51227334,1.19,1.056,112.9063,0.737260899,UP
443,114.2713,114.4885,112.8168,112.864,49365254,49365254,-0.972801,-0.855,113.618,0.722415019,DOWN
444,113.2135,114.6207,112.9679,114.4507,32203267,32203267,1.5867,1.406,114.0187,0.746629613,UP
445,114.0824,116.6325,113.9974,115.7636,45518976,45518976,1.3128,1.147,115.7004,0.766665751,UP
446,116.2925,116.9441,114.8663,115.2252,44886050,44886050,-0.538349,-0.465,115.7218,0.75844924,DOWN
447,115.5761,116.3729,113.9921,114.694,39552680,39552680,-0.531198,-0.461,114.9433,0.750342609,DOWN
448,114.8742,115.5382,114.4095,114.8268,33042283,33042283,0.132789,0.116,114.9374,0.752369267,UP
449,114.7319,115.5382,113.8688,114.362,33871405,33871405,-0.464771,-0.405,114.5634,0.745275964,DOWN
450,110.881,111.9907,110.0852,110.7577,59127931,59127931,-3.6043,-3.152,111.0215,0.690270821,DOWN
451,110.3783,111.3742,109.278,110.1317,45217971,45217971,-0.626017,-0.565,110.3185,0.680717449,DOWN
452,110.2739,110.8051,109.6953,109.7617,32525579,32525579,-0.36992,-0.336,110.0667,0.675070887,DOWN
453,109.2685,109.6195,106.4894,106.5558,45812403,45812403,-3.206,-2.921,107.6208,0.626145718,DOWN
454,105.6452,108.3579,105.2848,108.2963,38106701,38106701,1.7405,1.633,107.429,0.65270745,UP
455,109.0029,109.1262,107.4853,107.8363,27616939,27616939,-0.460027,-0.425,108.2376,0.6456874,DOWN
456,109.7997,111.4406,109.5531,111.2509,46674697,46674697,3.4146,3.167,110.8249,0.697797536,UP
457,111.5829,113.5842,110.7482,112.6642,43295820,43295820,1.4133,1.27,112.4824,0.719365876,UP
458,113.0626,113.7455,112.7306,113.1574,34287096,34287096,0.493226,0.438,113.217,0.72689259,UP
459,113.129,113.5653,111.2983,111.6872,32482528,32482528,-1.4702,-1.299,112.2604,0.7044559,DOWN
460,111.2888,113.2048,111.0897,112.759,42803172,42803172,1.0718,0.96,112.5091,0.720812617,UP
461,113.072,113.091,111.8485,111.9528,21388308,21388308,-0.806233,-0.715,112.2458,0.708509216,DOWN
462,112.1994,112.3132,111.5449,111.7441,13046445,13046445,-0.208674,-0.186,111.8567,0.70532425,DOWN
463,111.9149,113.2618,111.6872,112.2089,39180322,39180322,0.464769,0.416,112.5477,0.712417553,UP
464,112.6357,112.6926,110.843,111.2983,34852374,34852374,-0.91057,-0.811,111.7028,0.698520906,DOWN
465,111.0233,112.0287,110.1032,110.2929,33386563,33386563,-1.0054,-0.903,111.1548,0.683177519,DOWN
466,110.549,110.7767,108.339,109.2685,41569509,41569509,-1.0244,-0.929,109.5012,0.667544173,DOWN
467,109.3539,113.11,109.1832,112.9013,57776977,57776977,3.6328,3.325,112.0887,0.722984254,UP
468,112.8539,113.6886,111.7441,112.1899,32084249,32084249,-0.711381,-0.63,112.4131,0.712127594,DOWN
469,111.4691,112.4935,110.843,112.1425,34309450,34309450,-0.047428,-0.042,111.7583,0.711404224,DOWN
470,111.5829,111.6303,109.1547,109.6669,46361357,46361357,-2.4756,-2.208,110.1496,0.673624147,DOWN
471,110.0653,110.9189,109.5626,110.1886,29212727,29212727,0.521685,0.476,110.1885,0.681585799,UP
472,109.259,109.4487,107.0405,107.3525,46886161,46886161,-2.8361,-2.574,107.8447,0.638304139,DOWN
473,106.404,106.8783,104.1371,106.6886,65003609,65003609,-0.663955,-0.618,105.6522,0.628172376,DOWN
474,106.1764,106.9921,104.6682,104.801,53323105,53323105,-1.8875,-1.769,105.8113,0.599365754,DOWN
475,105.3512,106.2238,103.198,105.6073,56238467,56238467,0.806239,0.769,104.5649,0.61167068,UP
476,106.2523,106.4704,103.3688,103.3688,44772827,44772827,-2.2385,-2.12,104.4065,0.577508981,DOWN
477,103.3024,103.881,100.362,100.5707,96453327,96453327,-2.7981,-2.707,101.5912,0.534807239,DOWN
478,101.7563,101.8417,100.1344,101.8037,47590610,47590610,1.2331,1.226,101.1515,0.553624024,UP
479,101.8701,102.1737,100.97,101.7089,32789367,32789367,-0.094849,-0.093,101.6129,0.552177284,DOWN
480,101.7468,103.2455,101.6804,103.0178,32657354,32657354,1.3089,1.287,102.7569,0.572152378,UP
481,103.3877,103.3877,102.3918,102.4677,13596680,13596680,-0.550139,-0.534,102.7731,0.563757314,DOWN
482,102.0503,102.1452,100.7136,101.32,26704210,26704210,-1.1477,-1.12,101.3515,0.546242289,DOWN
483,101.4528,103.7956,101.3579,103.1411,30931243,30931243,1.8211,1.797,102.7893,0.574034056,UP
484,102.9894,103.1032,101.6615,101.7942,25213777,25213777,-1.3469,-1.306,102.105,0.553479045,DOWN
485,101.5002,101.5192,99.423,99.8403,40912316,40912316,-1.9539,-1.919,100.1938,0.52366062,DOWN
486,97.3268,99.9428,96.7482,99.9257,67649387,67649387,0.085365,0.086,98.5922,0.524963908,UP
487,100.3051,100.3999,97.1371,97.4216,55790992,55790992,-2.5041,-2.506,98.1073,0.486748893,DOWN
488,95.3823,97.0991,94.7278,95.5151,68457388,68457388,-1.9065,-1.957,95.6655,0.457653838,DOWN
489,93.5991,94.9745,91.465,91.4839,81094428,81094428,-4.0312,-4.22,93.0635,0.396133784,DOWN
490,93.4758,94.007,91.778,91.9677,70798016,70798016,0.483741,0.529,92.9048,0.403517045,UP
491,93.8742,93.9595,92.3281,93.4568,49739377,49739377,1.4892,1.619,93.0808,0.426242167,UP
492,95.3728,95.5056,93.7508,94.8132,49154227,49154227,1.3564,1.451,94.6081,0.446942158,UP
493,95.1547,95.9799,92.2902,92.3755,62439631,62439631,-2.4377,-2.571,94.2561,0.409740472,DOWN
494,92.9162,95.3064,90.8105,94.3959,63170127,63170127,2.0203,2.187,93.2293,0.440573752,UP
495,91.2468,92.6791,90.4501,92.1289,79833891,79833891,-2.2669,-2.402,91.7031,0.405977115,DOWN
496,93.343,93.5707,90.5828,91.6831,53087747,53087747,-0.4458,-0.484,91.8918,0.399173771,DOWN
497,90.2034,93.1341,88.6099,91.8064,72334416,72334416,0.123304,0.134,90.3178,0.401055449,UP
498,92.0625,92.8403,90.0517,91.3417,52161463,52161463,-0.46477,-0.506,91.6751,0.393963673,DOWN
499,93.5517,96.236,93.3051,96.198,65800467,65800467,4.8564,5.317,94.8988,0.46807556,UP
500,96.2929,96.3024,94.1018,94.32,51794525,51794525,-1.8781,-1.952,95.2425,0.439415443,DOWN
501,94.7848,95.6858,93.0205,94.8417,75077002,75077002,0.521681,0.553,94.6144,0.447377096,UP
502,91.095,91.6536,88.5341,88.6099,133369674,133369674,-6.2317,-6.571,89.9788,0.352273733,DOWN
503,88.9609,89.6533,87.633,89.2454,55678825,55678825,0.635503,0.717,88.7956,0.361972085,UP
504,89.9094,92.3281,89.4921,92.3281,64416504,64416504,3.0827,3.454,91.3011,0.409017101,UP
505,91.5029,91.7305,90.488,91.465,40943541,40943541,-0.863146,-0.935,91.2562,0.395845351,DOWN
506,90.507,91.095,89.4257,89.6154,37357215,37357215,-1.8496,-2.022,90.2042,0.367618646,DOWN
507,90.1086,91.8538,89.236,91.3891,45964294,45964294,1.7737,1.979,90.4385,0.394687043,UP
508,91.4177,92.8196,90.7787,92.1234,46471652,46471652,0.734318,0.804,91.8622,0.405893179,UP
509,92.0471,92.4286,89.3482,89.663,46418064,46418064,-2.4604,-2.671,90.5379,0.368345069,DOWN
510,88.8142,91.2651,88.7284,90.6071,54021375,54021375,0.944122,1.053,89.8608,0.382752958,UP
511,89.9204,91.494,89.5771,90.588,44331195,44331195,-0.019072,-0.021,90.4777,0.382461474,DOWN
512,91.4749,91.885,89.7392,89.9014,42343601,42343601,-0.686635,-0.758,90.8629,0.371983286,DOWN
513,89.4436,90.3305,88.2992,89.3578,50074711,50074711,-0.543584,-0.605,89.2626,0.363687419,DOWN
514,89.8251,90.1207,88.6998,89.6343,40351381,40351381,0.276562,0.309,89.4,0.367907079,UP
515,90.6166,92.3618,90.2256,92.1615,49057916,49057916,2.5272,2.819,91.4697,0.406474623,UP
516,92.1902,93.6588,91.6942,93.573,44863243,44863243,1.4114,1.531,92.903,0.428015493,UP
517,94.2596,94.3073,91.638,91.7992,39020983,39020983,-1.7738,-1.896,92.4833,0.40094557,DOWN
518,91.5512,92.2759,91.3605,91.5893,35374173,35374173,-0.209803,-0.229,91.7748,0.397742291,DOWN
519,91.8468,92.4095,91.4749,92.3904,34280758,34280758,0.801072,0.875,91.9389,0.40996786,UP
520,91.9327,92.028,90.1684,90.3019,31942633,31942633,-2.0885,-2.261,90.864,0.378095308,DOWN
521,89.6248,91.9136,88.9954,91.6466,36255745,36255745,1.3447,1.489,90.3849,0.398616745,UP
522,91.5989,92.276,90.836,92.276,27582659,27582659,0.629412,0.687,91.5813,0.408222004,UP
523,92.6956,93.4811,92.1043,92.419,28991131,28991131,0.143052,0.155,92.7325,0.410404324,UP
524,92.3713,93.6779,92.1711,92.2092,35216277,35216277,-0.209806,-0.227,92.8888,0.407202571,DOWN
525,93.1247,96.1001,92.9054,95.8713,50407147,50407147,3.662,3.971,95.0242,0.463089799,UP
526,95.8522,96.2146,95.0225,96.0811,33169560,33169560,0.209805,0.219,95.5682,0.466291552,UP
527,95.919,96.9965,95.795,96.7963,36955742,36955742,0.715244,0.744,96.5061,0.477206203,UP
528,97.626,98.9421,96.6723,98.2363,46055100,46055100,1.44,1.488,97.9713,0.499182012,UP
529,97.6451,98.0647,96.2813,97.1492,35915810,35915810,-1.0872,-1.107,97.1814,0.482591802,DOWN
530,96.1097,97.0443,95.7473,96.3481,31561889,31561889,-0.801075,-0.825,96.4498,0.470366233,DOWN
531,96.6151,96.8726,95.6233,96.4339,27201683,27201683,0.08583,0.089,96.3116,0.471675625,UP
532,96.7105,97.502,95.5089,96.4816,33513577,33513577,0.047684,0.049,96.4192,0.472403574,UP
533,97.502,97.5402,96.7963,97.5211,27408237,27408237,1.0395,1.077,97.2525,0.48826736,UP
534,97.1873,98.141,97.0633,97.7691,25076062,25076062,0.247952,0.254,97.7062,0.492052083,UP
535,99.1423,100.3058,99.0374,99.7336,40067734,40067734,1.9645,2.009,99.7805,0.522032274,UP
536,99.7622,101.3834,99.7431,101.0592,38303493,38303493,1.3256,1.329,100.6547,0.542262226,UP
537,100.63,101.536,100.096,100.897,34420705,34420705,-0.162123,-0.16,100.8937,0.539786896,DOWN
538,101.412,101.5646,100.3153,101.0115,44205171,44205171,0.114441,0.113,101.0618,0.541534278,UP
539,101.021,102.6613,100.2677,101.002,35502678,35502678,-0.009537,-0.009,101.2952,0.541389298,DOWN
540,100.3725,102.318,100.3344,101.7744,32444375,32444375,0.772465,0.765,101.8097,0.553176878,UP
541,101.5455,102.1082,100.9924,101.2118,25703495,25703495,-0.56266,-0.553,101.5477,0.544591052,DOWN
542,100.5823,101.3262,100.0292,100.7731,26132955,26132955,-0.438684,-0.433,100.5954,0.537896061,DOWN
543,101.0878,101.269,100.1913,100.3153,19411372,19411372,-0.457754,-0.454,100.5686,0.530909585,DOWN
544,100.0292,102.7948,100.0197,102.6899,31190083,31190083,2.3746,2.367,101.9623,0.567148303,UP
